z,log_stellar_mass,beta,beta_err
11,6.761403374725869,-2.358663511745288,0.07439454089875615
11,7.002961564747479,-2.304704784168842,0.09627618589838113
11,7.244519754769089,-2.2781182924593804,0.08481471498748248
11,7.4860779447907,-2.2384662587594426,0.09402578958649133
11,7.727636134812309,-2.2170393613450785,0.09147419818343014
11,7.96919432483392,-2.1722334612395513,0.12457541858666274
11,8.21075251485553,-2.161098099820485,0.11101974833379138
11,8.45231070487714,-2.06566269734954,0.12821837708242928
