z,log_stellar_mass,beta,beta_err
6,6.824592121207836,-2.405439664114353,0.06962929263959182
6,7.2206455307500015,-2.3024828241262107,0.08121940022749977
6,7.616698940292169,-2.2490535656755255,0.1385720956817075
6,8.012752349834336,-2.1685155069282183,0.15540446065781816
6,8.408805759376502,-2.0771335185449002,0.1448257857581037
6,8.804859168918668,-1.9664102745191,0.14815066190431103
6,9.200912578460835,-1.9041423331232636,0.1621475602165758
6,9.596965988003003,-1.8521661839320065,0.14761258068672972
6,9.993019397545169,-1.8412354496163816,0.11854609585105658
