z,log_stellar_mass,beta,beta_err
8,6.801836809656113,-2.3646413558344794,0.06959582148874013
8,7.110109901165206,-2.3024392499359876,0.08112567209221254
8,7.4183829926742995,-2.2275188010214446,0.09144397436332205
8,7.726656084183393,-2.1729494913408365,0.120566908917453
8,8.034929175692488,-2.0928969445542998,0.13171424598984047
8,8.343202267201582,-2.023762984540983,0.1473892223069703
8,8.651475358710675,-1.9490048377278693,0.17237437021205382
8,8.95974845021977,-1.9178461408286422,0.17430230700093335
8,9.268021541728864,-1.9051900329048452,0.16099562353684196
