z,MUV,beta,beta_err
6,-20.63371515274048,-1.8692668665014516,0.17127183037551705
6,-19.791240215301514,-1.9684106717924623,0.1568672062060406
6,-18.94876527786255,-2.060707530780938,0.16695415630145263
6,-18.106290340423584,-2.1780221417952164,0.19133522678537368
6,-17.26381540298462,-2.1598217175753303,0.18708081559158926
6,-16.421340465545654,-2.175011914651181,0.16323784695879015
