z,MUV,beta,beta_err
7,-19.96489953994751,-2.0584085283376266,0.14008474622414907
7,-19.244014263153076,-2.116180759048322,0.13155509452271558
7,-18.523128986358643,-2.1892512737384315,0.1570811313285554
7,-17.80224370956421,-2.1890280683938657,0.16449341866331108
7,-17.081358432769775,-2.1848367568293927,0.14003099142390962
7,-16.360473155975342,-2.2364407026926045,0.15306968472098798
