z,MUV,beta,beta_err
9,-18.81435775756836,-2.0684876892048307,0.20178783289559202
9,-18.188952128092446,-2.1077581538749333,0.18351439457273913
9,-17.56354649861654,-2.0936373190438524,0.18387005481644156
9,-16.938140869140625,-2.1790548795032296,0.1330605760246885
9,-16.31273523966471,-2.2036337263621633,0.14120168331827132
