z,MUV,beta,beta_err
11,-18.895052909851074,-2.2333699126066624,0.11840945595972235
11,-18.368733406066895,-2.2148117101082114,0.10398900990912942
11,-17.842413902282715,-2.2076702518589824,0.1308095527586479
11,-17.316094398498535,-2.1979653470719476,0.12052825571265403
11,-16.789774894714355,-2.2583245066692443,0.11978899133605146
11,-16.263455390930176,-2.259842336052987,0.11061010058357948
