z,MUV,beta,beta_err
8,-19.495662530263267,-1.9787885490620614,0.18363341781298398
8,-18.860095500946045,-2.073602894625281,0.14052582593985832
8,-18.224528471628823,-2.136679611893518,0.17909250012903286
8,-17.588961442311607,-2.118808604578107,0.191505493704836
8,-16.953394412994385,-2.1563225778668262,0.12602807854251225
8,-16.317827383677162,-2.195571896753836,0.14015583810636034
